Edad simple;Sexo;Periodo;Total
64 años;Hombres;1 de julio de 2009;224.576
64 años;Hombres;1 de abril de 2009;""
64 años;Hombres;1 de enero de 2009;219.441
64 años;Hombres;1 de octubre de 2008;""
64 años;Hombres;1 de julio de 2008;218.470
64 años;Hombres;1 de abril de 2008;""
64 años;Hombres;1 de enero de 2008;217.455
64 años;Hombres;1 de octubre de 2007;""
64 años;Hombres;1 de julio de 2007;203.120
64 años;Hombres;1 de abril de 2007;""
64 años;Hombres;1 de enero de 2007;188.487
64 años;Hombres;1 de octubre de 2006;""
64 años;Hombres;1 de julio de 2006;181.573
64 años;Hombres;1 de abril de 2006;""
64 años;Hombres;1 de enero de 2006;174.707
64 años;Hombres;1 de octubre de 2005;""
64 años;Hombres;1 de julio de 2005;194.510
64 años;Hombres;1 de abril de 2005;""
64 años;Hombres;1 de enero de 2005;214.686
64 años;Hombres;1 de octubre de 2004;""
64 años;Hombres;1 de julio de 2004;178.197
64 años;Hombres;1 de abril de 2004;""
64 años;Hombres;1 de enero de 2004;141.423
64 años;Hombres;1 de octubre de 2003;""
64 años;Hombres;1 de julio de 2003;151.815
64 años;Hombres;1 de abril de 2003;""
64 años;Hombres;1 de enero de 2003;162.246
64 años;Hombres;1 de octubre de 2002;""
64 años;Hombres;1 de julio de 2002;172.746
64 años;Hombres;1 de abril de 2002;""
64 años;Hombres;1 de enero de 2002;183.526
64 años;Hombres;1 de octubre de 2001;""
64 años;Hombres;1 de julio de 2001;192.535
64 años;Hombres;1 de abril de 2001;""
64 años;Hombres;1 de enero de 2001;202.174
64 años;Hombres;1 de octubre de 2000;""
64 años;Hombres;1 de julio de 2000;200.886
64 años;Hombres;1 de abril de 2000;""
64 años;Hombres;1 de enero de 2000;199.623
64 años;Hombres;1 de octubre de 1999;""
64 años;Hombres;1 de julio de 1999;199.778
64 años;Hombres;1 de abril de 1999;""
64 años;Hombres;1 de enero de 1999;200.054
64 años;Hombres;1 de octubre de 1998;""
64 años;Hombres;1 de julio de 1998;204.441
64 años;Hombres;1 de abril de 1998;""
64 años;Hombres;1 de enero de 1998;209.153
64 años;Hombres;1 de octubre de 1997;""
64 años;Hombres;1 de julio de 1997;208.642
64 años;Hombres;1 de abril de 1997;""
64 años;Hombres;1 de enero de 1997;208.315
64 años;Hombres;1 de octubre de 1996;""
64 años;Hombres;1 de julio de 1996;204.870
64 años;Hombres;1 de abril de 1996;""
64 años;Hombres;1 de enero de 1996;201.644
64 años;Hombres;1 de octubre de 1995;""
64 años;Hombres;1 de julio de 1995;202.815
64 años;Hombres;1 de abril de 1995;""
64 años;Hombres;1 de enero de 1995;204.310
64 años;Hombres;1 de octubre de 1994;""
64 años;Hombres;1 de julio de 1994;199.512
64 años;Hombres;1 de abril de 1994;""
64 años;Hombres;1 de enero de 1994;194.747
64 años;Hombres;1 de octubre de 1993;""
64 años;Hombres;1 de julio de 1993;195.079
64 años;Hombres;1 de abril de 1993;""
64 años;Hombres;1 de enero de 1993;195.540
64 años;Hombres;1 de octubre de 1992;""
64 años;Hombres;1 de julio de 1992;190.849
64 años;Hombres;1 de abril de 1992;""
64 años;Hombres;1 de enero de 1992;186.276
64 años;Hombres;1 de octubre de 1991;""
64 años;Hombres;1 de julio de 1991;188.421
64 años;Hombres;1 de abril de 1991;""
64 años;Hombres;1 de enero de 1991;190.802
64 años;Hombres;1 de octubre de 1990;""
64 años;Hombres;1 de julio de 1990;186.899
64 años;Hombres;1 de abril de 1990;""
64 años;Hombres;1 de enero de 1990;183.121
64 años;Hombres;1 de octubre de 1989;""
64 años;Hombres;1 de julio de 1989;182.363
64 años;Hombres;1 de abril de 1989;""
64 años;Hombres;1 de enero de 1989;181.694
64 años;Hombres;1 de octubre de 1988;""
64 años;Hombres;1 de julio de 1988;180.881
64 años;Hombres;1 de abril de 1988;""
64 años;Hombres;1 de enero de 1988;180.202
64 años;Hombres;1 de octubre de 1987;""
64 años;Hombres;1 de julio de 1987;179.030
64 años;Hombres;1 de abril de 1987;""
64 años;Hombres;1 de enero de 1987;177.970
64 años;Hombres;1 de octubre de 1986;""
64 años;Hombres;1 de julio de 1986;175.196
64 años;Hombres;1 de abril de 1986;""
64 años;Hombres;1 de enero de 1986;172.437
64 años;Hombres;1 de octubre de 1985;""
64 años;Hombres;1 de julio de 1985;165.279
64 años;Hombres;1 de abril de 1985;""
64 años;Hombres;1 de enero de 1985;158.339
64 años;Hombres;1 de octubre de 1984;""
64 años;Hombres;1 de julio de 1984;147.210
64 años;Hombres;1 de abril de 1984;""
64 años;Hombres;1 de enero de 1984;135.933
64 años;Hombres;1 de octubre de 1983;""
64 años;Hombres;1 de julio de 1983;135.488
64 años;Hombres;1 de abril de 1983;""
64 años;Hombres;1 de enero de 1983;135.195
64 años;Hombres;1 de octubre de 1982;""
64 años;Hombres;1 de julio de 1982;132.659
64 años;Hombres;1 de abril de 1982;""
64 años;Hombres;1 de enero de 1982;130.180
64 años;Hombres;1 de octubre de 1981;""
64 años;Hombres;1 de julio de 1981;130.208
64 años;Hombres;1 de abril de 1981;""
64 años;Hombres;1 de enero de 1981;130.471
64 años;Hombres;1 de octubre de 1980;""
64 años;Hombres;1 de julio de 1980;132.429
64 años;Hombres;1 de abril de 1980;""
64 años;Hombres;1 de enero de 1980;134.500
64 años;Hombres;1 de octubre de 1979;""
64 años;Hombres;1 de julio de 1979;135.091
64 años;Hombres;1 de abril de 1979;""
64 años;Hombres;1 de enero de 1979;135.748
64 años;Hombres;1 de octubre de 1978;""
64 años;Hombres;1 de julio de 1978;135.532
64 años;Hombres;1 de abril de 1978;""
64 años;Hombres;1 de enero de 1978;135.446
64 años;Hombres;1 de octubre de 1977;""
64 años;Hombres;1 de julio de 1977;136.208
64 años;Hombres;1 de abril de 1977;""
64 años;Hombres;1 de enero de 1977;137.092
64 años;Hombres;1 de octubre de 1976;""
64 años;Hombres;1 de julio de 1976;135.555
64 años;Hombres;1 de abril de 1976;""
64 años;Hombres;1 de enero de 1976;134.322
64 años;Hombres;1 de octubre de 1975;""
64 años;Hombres;1 de julio de 1975;136.221
64 años;Hombres;1 de abril de 1975;""
64 años;Hombres;1 de enero de 1975;138.465
64 años;Hombres;1 de octubre de 1974;""
64 años;Hombres;1 de julio de 1974;135.539
64 años;Hombres;1 de abril de 1974;""
64 años;Hombres;1 de enero de 1974;132.634
64 años;Hombres;1 de octubre de 1973;""
64 años;Hombres;1 de julio de 1973;133.248
64 años;Hombres;1 de abril de 1973;""
64 años;Hombres;1 de enero de 1973;134.058
64 años;Hombres;1 de octubre de 1972;""
64 años;Hombres;1 de julio de 1972;132.347
64 años;Hombres;1 de abril de 1972;""
64 años;Hombres;1 de enero de 1972;130.993
64 años;Hombres;1 de octubre de 1971;""
64 años;Hombres;1 de julio de 1971;129.328
64 años;Hombres;1 de abril de 1971;""
64 años;Hombres;1 de enero de 1971;127.888
64 años;Mujeres;1 de enero de 2025;329.289
64 años;Mujeres;1 de octubre de 2024;329.333
64 años;Mujeres;1 de julio de 2024;326.738
64 años;Mujeres;1 de abril de 2024;322.850
64 años;Mujeres;1 de enero de 2024;319.450
64 años;Mujeres;1 de octubre de 2023;320.320
64 años;Mujeres;1 de julio de 2023;314.769
64 años;Mujeres;1 de abril de 2023;312.784
64 años;Mujeres;1 de enero de 2023;311.700
64 años;Mujeres;1 de octubre de 2022;308.274
64 años;Mujeres;1 de julio de 2022;310.263
64 años;Mujeres;1 de abril de 2022;308.401
64 años;Mujeres;1 de enero de 2022;303.792
64 años;Mujeres;1 de octubre de 2021;297.569
64 años;Mujeres;1 de julio de 2021;291.218
64 años;Mujeres;1 de abril de 2021;285.411
64 años;Mujeres;1 de enero de 2021;283.621
64 años;Mujeres;1 de octubre de 2020;""
64 años;Mujeres;1 de julio de 2020;279.729
64 años;Mujeres;1 de abril de 2020;""
64 años;Mujeres;1 de enero de 2020;276.008
64 años;Mujeres;1 de octubre de 2019;""
64 años;Mujeres;1 de julio de 2019;269.777
64 años;Mujeres;1 de abril de 2019;""
64 años;Mujeres;1 de enero de 2019;263.692
64 años;Mujeres;1 de octubre de 2018;""
64 años;Mujeres;1 de julio de 2018;263.427
64 años;Mujeres;1 de abril de 2018;""
64 años;Mujeres;1 de enero de 2018;263.405
64 años;Mujeres;1 de octubre de 2017;""
64 años;Mujeres;1 de julio de 2017;262.415
64 años;Mujeres;1 de abril de 2017;""
64 años;Mujeres;1 de enero de 2017;261.747
64 años;Mujeres;1 de octubre de 2016;""
64 años;Mujeres;1 de julio de 2016;254.415
64 años;Mujeres;1 de abril de 2016;""
64 años;Mujeres;1 de enero de 2016;247.159
64 años;Mujeres;1 de octubre de 2015;""
64 años;Mujeres;1 de julio de 2015;244.840
64 años;Mujeres;1 de abril de 2015;""
64 años;Mujeres;1 de enero de 2015;242.567
64 años;Mujeres;1 de octubre de 2014;""
64 años;Mujeres;1 de julio de 2014;248.526
64 años;Mujeres;1 de abril de 2014;""
64 años;Mujeres;1 de enero de 2014;254.659
64 años;Mujeres;1 de octubre de 2013;""
64 años;Mujeres;1 de julio de 2013;261.125
64 años;Mujeres;1 de abril de 2013;""
64 años;Mujeres;1 de enero de 2013;267.695
64 años;Mujeres;1 de octubre de 2012;""
64 años;Mujeres;1 de julio de 2012;256.959
64 años;Mujeres;1 de abril de 2012;""
64 años;Mujeres;1 de enero de 2012;246.288
64 años;Mujeres;1 de octubre de 2011;""
64 años;Mujeres;1 de julio de 2011;241.716
64 años;Mujeres;1 de abril de 2011;""
64 años;Mujeres;1 de enero de 2011;237.228
64 años;Mujeres;1 de octubre de 2010;""
64 años;Mujeres;1 de julio de 2010;243.065
64 años;Mujeres;1 de abril de 2010;""
64 años;Mujeres;1 de enero de 2010;248.930
64 años;Mujeres;1 de octubre de 2009;""
64 años;Mujeres;1 de julio de 2009;243.534
64 años;Mujeres;1 de abril de 2009;""
64 años;Mujeres;1 de enero de 2009;238.150
64 años;Mujeres;1 de octubre de 2008;""
64 años;Mujeres;1 de julio de 2008;236.571
64 años;Mujeres;1 de abril de 2008;""
64 años;Mujeres;1 de enero de 2008;234.967
64 años;Mujeres;1 de octubre de 2007;""
64 años;Mujeres;1 de julio de 2007;219.238
64 años;Mujeres;1 de abril de 2007;""
64 años;Mujeres;1 de enero de 2007;203.461
64 años;Mujeres;1 de octubre de 2006;""
64 años;Mujeres;1 de julio de 2006;195.562
64 años;Mujeres;1 de abril de 2006;""
64 años;Mujeres;1 de enero de 2006;187.753
64 años;Mujeres;1 de octubre de 2005;""
64 años;Mujeres;1 de julio de 2005;210.434
64 años;Mujeres;1 de abril de 2005;""
64 años;Mujeres;1 de enero de 2005;233.227
64 años;Mujeres;1 de octubre de 2004;""
64 años;Mujeres;1 de julio de 2004;195.689
64 años;Mujeres;1 de abril de 2004;""
64 años;Mujeres;1 de enero de 2004;158.184
64 años;Mujeres;1 de octubre de 2003;""
64 años;Mujeres;1 de julio de 2003;169.085
64 años;Mujeres;1 de abril de 2003;""
64 años;Mujeres;1 de enero de 2003;179.982
64 años;Mujeres;1 de octubre de 2002;""
64 años;Mujeres;1 de julio de 2002;191.314
64 años;Mujeres;1 de abril de 2002;""
64 años;Mujeres;1 de enero de 2002;202.748
64 años;Mujeres;1 de octubre de 2001;""
64 años;Mujeres;1 de julio de 2001;215.557
64 años;Mujeres;1 de abril de 2001;""
64 años;Mujeres;1 de enero de 2001;228.974
64 años;Mujeres;1 de octubre de 2000;""
64 años;Mujeres;1 de julio de 2000;225.207
64 años;Mujeres;1 de abril de 2000;""
64 años;Mujeres;1 de enero de 2000;221.344
64 años;Mujeres;1 de octubre de 1999;""
64 años;Mujeres;1 de julio de 1999;221.834
64 años;Mujeres;1 de abril de 1999;""
64 años;Mujeres;1 de enero de 1999;222.365
64 años;Mujeres;1 de octubre de 1998;""
64 años;Mujeres;1 de julio de 1998;227.003
64 años;Mujeres;1 de abril de 1998;""
64 años;Mujeres;1 de enero de 1998;231.806
64 años;Mujeres;1 de octubre de 1997;""
64 años;Mujeres;1 de julio de 1997;231.489
64 años;Mujeres;1 de abril de 1997;""
64 años;Mujeres;1 de enero de 1997;231.259
64 años;Mujeres;1 de octubre de 1996;""
64 años;Mujeres;1 de julio de 1996;226.570
64 años;Mujeres;1 de abril de 1996;""
64 años;Mujeres;1 de enero de 1996;221.837
64 años;Mujeres;1 de octubre de 1995;""
64 años;Mujeres;1 de julio de 1995;225.614
64 años;Mujeres;1 de abril de 1995;""
64 años;Mujeres;1 de enero de 1995;229.629
64 años;Mujeres;1 de octubre de 1994;""
64 años;Mujeres;1 de julio de 1994;224.160
64 años;Mujeres;1 de abril de 1994;""
64 años;Mujeres;1 de enero de 1994;218.694
64 años;Mujeres;1 de octubre de 1993;""
64 años;Mujeres;1 de julio de 1993;219.487
64 años;Mujeres;1 de abril de 1993;""
64 años;Mujeres;1 de enero de 1993;220.367
64 años;Mujeres;1 de octubre de 1992;""
64 años;Mujeres;1 de julio de 1992;214.337
64 años;Mujeres;1 de abril de 1992;""
64 años;Mujeres;1 de enero de 1992;208.373
64 años;Mujeres;1 de octubre de 1991;""
64 años;Mujeres;1 de julio de 1991;210.637
64 años;Mujeres;1 de abril de 1991;""
64 años;Mujeres;1 de enero de 1991;213.004
64 años;Mujeres;1 de octubre de 1990;""
64 años;Mujeres;1 de julio de 1990;210.714
64 años;Mujeres;1 de abril de 1990;""
64 años;Mujeres;1 de enero de 1990;208.507
64 años;Mujeres;1 de octubre de 1989;""
64 años;Mujeres;1 de julio de 1989;207.680
64 años;Mujeres;1 de abril de 1989;""
64 años;Mujeres;1 de enero de 1989;206.891
64 años;Mujeres;1 de octubre de 1988;""
64 años;Mujeres;1 de julio de 1988;204.032
64 años;Mujeres;1 de abril de 1988;""
64 años;Mujeres;1 de enero de 1988;201.113
64 años;Mujeres;1 de octubre de 1987;""
64 años;Mujeres;1 de julio de 1987;203.511
64 años;Mujeres;1 de abril de 1987;""
64 años;Mujeres;1 de enero de 1987;206.108
64 años;Mujeres;1 de octubre de 1986;""
64 años;Mujeres;1 de julio de 1986;197.320
64 años;Mujeres;1 de abril de 1986;""
64 años;Mujeres;1 de enero de 1986;188.562
64 años;Mujeres;1 de octubre de 1985;""
64 años;Mujeres;1 de julio de 1985;189.559
64 años;Mujeres;1 de abril de 1985;""
64 años;Mujeres;1 de enero de 1985;190.729
64 años;Mujeres;1 de octubre de 1984;""
64 años;Mujeres;1 de julio de 1984;177.853
64 años;Mujeres;1 de abril de 1984;""
64 años;Mujeres;1 de enero de 1984;164.837
64 años;Mujeres;1 de octubre de 1983;""
64 años;Mujeres;1 de julio de 1983;168.257
64 años;Mujeres;1 de abril de 1983;""
64 años;Mujeres;1 de enero de 1983;171.954
64 años;Mujeres;1 de octubre de 1982;""
64 años;Mujeres;1 de julio de 1982;167.921
64 años;Mujeres;1 de abril de 1982;""
64 años;Mujeres;1 de enero de 1982;163.876
64 años;Mujeres;1 de octubre de 1981;""
64 años;Mujeres;1 de julio de 1981;164.135
64 años;Mujeres;1 de abril de 1981;""
64 años;Mujeres;1 de enero de 1981;164.522
64 años;Mujeres;1 de octubre de 1980;""
64 años;Mujeres;1 de julio de 1980;166.552
64 años;Mujeres;1 de abril de 1980;""
64 años;Mujeres;1 de enero de 1980;168.740
64 años;Mujeres;1 de octubre de 1979;""
64 años;Mujeres;1 de julio de 1979;169.540
64 años;Mujeres;1 de abril de 1979;""
64 años;Mujeres;1 de enero de 1979;170.565
64 años;Mujeres;1 de octubre de 1978;""
64 años;Mujeres;1 de julio de 1978;168.910
64 años;Mujeres;1 de abril de 1978;""
64 años;Mujeres;1 de enero de 1978;167.255
64 años;Mujeres;1 de octubre de 1977;""
64 años;Mujeres;1 de julio de 1977;168.625
64 años;Mujeres;1 de abril de 1977;""
64 años;Mujeres;1 de enero de 1977;170.195
64 años;Mujeres;1 de octubre de 1976;""
64 años;Mujeres;1 de julio de 1976;166.378
64 años;Mujeres;1 de abril de 1976;""
64 años;Mujeres;1 de enero de 1976;162.638
64 años;Mujeres;1 de octubre de 1975;""
64 años;Mujeres;1 de julio de 1975;168.587
64 años;Mujeres;1 de abril de 1975;""
64 años;Mujeres;1 de enero de 1975;175.039
64 años;Mujeres;1 de octubre de 1974;""
64 años;Mujeres;1 de julio de 1974;166.703
64 años;Mujeres;1 de abril de 1974;""
64 años;Mujeres;1 de enero de 1974;158.031
64 años;Mujeres;1 de octubre de 1973;""
64 años;Mujeres;1 de julio de 1973;158.498
64 años;Mujeres;1 de abril de 1973;""
64 años;Mujeres;1 de enero de 1973;159.219
64 años;Mujeres;1 de octubre de 1972;""
64 años;Mujeres;1 de julio de 1972;157.574
64 años;Mujeres;1 de abril de 1972;""
64 años;Mujeres;1 de enero de 1972;156.240
64 años;Mujeres;1 de octubre de 1971;""
64 años;Mujeres;1 de julio de 1971;155.193
64 años;Mujeres;1 de abril de 1971;""
64 años;Mujeres;1 de enero de 1971;154.300
65 años;Total;1 de enero de 2025;614.009
65 años;Total;1 de octubre de 2024;616.002
65 años;Total;1 de julio de 2024;605.712
65 años;Total;1 de abril de 2024;601.337
65 años;Total;1 de enero de 2024;599.051
65 años;Total;1 de octubre de 2023;592.045
65 años;Total;1 de julio de 2023;595.563
65 años;Total;1 de abril de 2023;592.464
65 años;Total;1 de enero de 2023;583.381
65 años;Total;1 de octubre de 2022;571.541
65 años;Total;1 de julio de 2022;558.999
65 años;Total;1 de abril de 2022;546.838
65 años;Total;1 de enero de 2022;543.309
65 años;Total;1 de octubre de 2021;536.867
65 años;Total;1 de julio de 2021;533.194
65 años;Total;1 de abril de 2021;532.338
65 años;Total;1 de enero de 2021;528.239
65 años;Total;1 de octubre de 2020;""
65 años;Total;1 de julio de 2020;516.417
65 años;Total;1 de abril de 2020;""
65 años;Total;1 de enero de 2020;504.913
65 años;Total;1 de octubre de 2019;""
65 años;Total;1 de julio de 2019;505.652
65 años;Total;1 de abril de 2019;""
65 años;Total;1 de enero de 2019;506.173
65 años;Total;1 de octubre de 2018;""
65 años;Total;1 de julio de 2018;505.132
65 años;Total;1 de abril de 2018;""
65 años;Total;1 de enero de 2018;504.613
65 años;Total;1 de octubre de 2017;""
65 años;Total;1 de julio de 2017;489.437
65 años;Total;1 de abril de 2017;""
65 años;Total;1 de enero de 2017;474.413
65 años;Total;1 de octubre de 2016;""
65 años;Total;1 de julio de 2016;469.852
65 años;Total;1 de abril de 2016;""
65 años;Total;1 de enero de 2016;465.526
65 años;Total;1 de octubre de 2015;""
65 años;Total;1 de julio de 2015;475.441
65 años;Total;1 de abril de 2015;""
65 años;Total;1 de enero de 2015;486.035
65 años;Total;1 de octubre de 2014;""
65 años;Total;1 de julio de 2014;498.850
65 años;Total;1 de abril de 2014;""
65 años;Total;1 de enero de 2014;511.996
65 años;Total;1 de octubre de 2013;""
65 años;Total;1 de julio de 2013;491.550
65 años;Total;1 de abril de 2013;""
65 años;Total;1 de enero de 2013;471.497
65 años;Total;1 de octubre de 2012;""
65 años;Total;1 de julio de 2012;462.241
65 años;Total;1 de abril de 2012;""
65 años;Total;1 de enero de 2012;453.243
65 años;Total;1 de octubre de 2011;""
65 años;Total;1 de julio de 2011;464.377
65 años;Total;1 de abril de 2011;""
65 años;Total;1 de enero de 2011;475.734
65 años;Total;1 de octubre de 2010;""
65 años;Total;1 de julio de 2010;465.317
65 años;Total;1 de abril de 2010;""
65 años;Total;1 de enero de 2010;455.037
65 años;Total;1 de octubre de 2009;""
65 años;Total;1 de julio de 2009;452.609
65 años;Total;1 de abril de 2009;""
65 años;Total;1 de enero de 2009;450.432
65 años;Total;1 de octubre de 2008;""
65 años;Total;1 de julio de 2008;420.714
65 años;Total;1 de abril de 2008;""
65 años;Total;1 de enero de 2008;390.934
65 años;Total;1 de octubre de 2007;""
65 años;Total;1 de julio de 2007;376.225
65 años;Total;1 de abril de 2007;""
65 años;Total;1 de enero de 2007;361.467
65 años;Total;1 de octubre de 2006;""
65 años;Total;1 de julio de 2006;403.829
65 años;Total;1 de abril de 2006;""
65 años;Total;1 de enero de 2006;446.575
65 años;Total;1 de octubre de 2005;""
65 años;Total;1 de julio de 2005;373.000
65 años;Total;1 de abril de 2005;""
65 años;Total;1 de enero de 2005;299.362
65 años;Total;1 de octubre de 2004;""
65 años;Total;1 de julio de 2004;320.360
65 años;Total;1 de abril de 2004;""
65 años;Total;1 de enero de 2004;341.703
65 años;Total;1 de octubre de 2003;""
65 años;Total;1 de julio de 2003;363.306
65 años;Total;1 de abril de 2003;""
65 años;Total;1 de enero de 2003;385.227
65 años;Total;1 de octubre de 2002;""
65 años;Total;1 de julio de 2002;406.371
65 años;Total;1 de abril de 2002;""
65 años;Total;1 de enero de 2002;428.216
65 años;Total;1 de octubre de 2001;""
65 años;Total;1 de julio de 2001;422.598
65 años;Total;1 de abril de 2001;""
65 años;Total;1 de enero de 2001;417.620
65 años;Total;1 de octubre de 2000;""
65 años;Total;1 de julio de 2000;418.140
65 años;Total;1 de abril de 2000;""
65 años;Total;1 de enero de 2000;419.030
65 años;Total;1 de octubre de 1999;""
65 años;Total;1 de julio de 1999;427.704
65 años;Total;1 de abril de 1999;""
65 años;Total;1 de enero de 1999;436.945
65 años;Total;1 de octubre de 1998;""
65 años;Total;1 de julio de 1998;436.172
65 años;Total;1 de abril de 1998;""
65 años;Total;1 de enero de 1998;435.614
65 años;Total;1 de octubre de 1997;""
65 años;Total;1 de julio de 1997;427.378
65 años;Total;1 de abril de 1997;""
65 años;Total;1 de enero de 1997;419.478
65 años;Total;1 de octubre de 1996;""
65 años;Total;1 de julio de 1996;424.076
65 años;Total;1 de abril de 1996;""
65 años;Total;1 de enero de 1996;429.116
65 años;Total;1 de octubre de 1995;""
65 años;Total;1 de julio de 1995;419.102
65 años;Total;1 de abril de 1995;""
65 años;Total;1 de enero de 1995;409.057
65 años;Total;1 de octubre de 1994;""
65 años;Total;1 de julio de 1994;410.011
65 años;Total;1 de abril de 1994;""
65 años;Total;1 de enero de 1994;411.242
65 años;Total;1 de octubre de 1993;""
65 años;Total;1 de julio de 1993;400.580
65 años;Total;1 de abril de 1993;""
65 años;Total;1 de enero de 1993;390.035
65 años;Total;1 de octubre de 1992;""
65 años;Total;1 de julio de 1992;394.223
65 años;Total;1 de abril de 1992;""
65 años;Total;1 de enero de 1992;398.703
65 años;Total;1 de octubre de 1991;""
65 años;Total;1 de julio de 1991;392.618
65 años;Total;1 de abril de 1991;""
65 años;Total;1 de enero de 1991;386.695
65 años;Total;1 de octubre de 1990;""
65 años;Total;1 de julio de 1990;385.249
65 años;Total;1 de abril de 1990;""
65 años;Total;1 de enero de 1990;383.854
65 años;Total;1 de octubre de 1989;""
65 años;Total;1 de julio de 1989;380.129
65 años;Total;1 de abril de 1989;""
65 años;Total;1 de enero de 1989;376.647
65 años;Total;1 de octubre de 1988;""
65 años;Total;1 de julio de 1988;377.714
65 años;Total;1 de abril de 1988;""
65 años;Total;1 de enero de 1988;379.145
65 años;Total;1 de octubre de 1987;""
65 años;Total;1 de julio de 1987;367.798
65 años;Total;1 de abril de 1987;""
65 años;Total;1 de enero de 1987;356.487
65 años;Total;1 de octubre de 1986;""
65 años;Total;1 de julio de 1986;349.985
65 años;Total;1 de abril de 1986;""
65 años;Total;1 de enero de 1986;343.978
65 años;Total;1 de octubre de 1985;""
65 años;Total;1 de julio de 1985;320.657
65 años;Total;1 de abril de 1985;""
65 años;Total;1 de enero de 1985;296.901
65 años;Total;1 de octubre de 1984;""
65 años;Total;1 de julio de 1984;299.614
65 años;Total;1 de abril de 1984;""
65 años;Total;1 de enero de 1984;302.823
65 años;Total;1 de octubre de 1983;""
65 años;Total;1 de julio de 1983;296.373
65 años;Total;1 de abril de 1983;""
65 años;Total;1 de enero de 1983;290.088
65 años;Total;1 de octubre de 1982;""
65 años;Total;1 de julio de 1982;290.131
65 años;Total;1 de abril de 1982;""
65 años;Total;1 de enero de 1982;290.529
65 años;Total;1 de octubre de 1981;""
65 años;Total;1 de julio de 1981;294.709
65 años;Total;1 de abril de 1981;""
65 años;Total;1 de enero de 1981;299.194
65 años;Total;1 de octubre de 1980;""
65 años;Total;1 de julio de 1980;300.589
65 años;Total;1 de abril de 1980;""
65 años;Total;1 de enero de 1980;302.084
65 años;Total;1 de octubre de 1979;""
65 años;Total;1 de julio de 1979;300.185
65 años;Total;1 de abril de 1979;""
65 años;Total;1 de enero de 1979;298.457
65 años;Total;1 de octubre de 1978;""
65 años;Total;1 de julio de 1978;300.381
65 años;Total;1 de abril de 1978;""
65 años;Total;1 de enero de 1978;302.741
65 años;Total;1 de octubre de 1977;""
65 años;Total;1 de julio de 1977;297.421
65 años;Total;1 de abril de 1977;""
65 años;Total;1 de enero de 1977;292.402
65 años;Total;1 de octubre de 1976;""
65 años;Total;1 de julio de 1976;299.577
65 años;Total;1 de abril de 1976;""
65 años;Total;1 de enero de 1976;307.795
65 años;Total;1 de octubre de 1975;""
65 años;Total;1 de julio de 1975;297.008
65 años;Total;1 de abril de 1975;""
65 años;Total;1 de enero de 1975;285.857
65 años;Total;1 de octubre de 1974;""
65 años;Total;1 de julio de 1974;287.141
65 años;Total;1 de abril de 1974;""
65 años;Total;1 de enero de 1974;288.502
65 años;Total;1 de octubre de 1973;""
65 años;Total;1 de julio de 1973;284.968
65 años;Total;1 de abril de 1973;""
65 años;Total;1 de enero de 1973;282.174
65 años;Total;1 de octubre de 1972;""
65 años;Total;1 de julio de 1972;279.007
65 años;Total;1 de abril de 1972;""
65 años;Total;1 de enero de 1972;276.375
65 años;Total;1 de octubre de 1971;""
65 años;Total;1 de julio de 1971;282.019
65 años;Total;1 de abril de 1971;""
65 años;Total;1 de enero de 1971;288.271
65 años;Hombres;1 de enero de 2025;294.817
65 años;Hombres;1 de octubre de 2024;295.955
65 años;Hombres;1 de julio de 2024;291.178
65 años;Hombres;1 de abril de 2024;288.743
65 años;Hombres;1 de enero de 2024;287.299
65 años;Hombres;1 de octubre de 2023;283.714
65 años;Hombres;1 de julio de 2023;285.252
65 años;Hombres;1 de abril de 2023;283.907
65 años;Hombres;1 de enero de 2023;279.455
65 años;Hombres;1 de octubre de 2022;274.009
65 años;Hombres;1 de julio de 2022;267.864
65 años;Hombres;1 de abril de 2022;261.919
65 años;Hombres;1 de enero de 2022;260.438
65 años;Hombres;1 de octubre de 2021;257.543
65 años;Hombres;1 de julio de 2021;255.891
65 años;Hombres;1 de abril de 2021;255.654
65 años;Hombres;1 de enero de 2021;253.312
65 años;Hombres;1 de octubre de 2020;""
65 años;Hombres;1 de julio de 2020;247.254
65 años;Hombres;1 de abril de 2020;""
65 años;Hombres;1 de enero de 2020;241.386
65 años;Hombres;1 de octubre de 2019;""
65 años;Hombres;1 de julio de 2019;242.382
65 años;Hombres;1 de abril de 2019;""
65 años;Hombres;1 de enero de 2019;243.258
65 años;Hombres;1 de octubre de 2018;""
65 años;Hombres;1 de julio de 2018;243.343
65 años;Hombres;1 de abril de 2018;""
65 años;Hombres;1 de enero de 2018;243.629
65 años;Hombres;1 de octubre de 2017;""
65 años;Hombres;1 de julio de 2017;235.873
65 años;Hombres;1 de abril de 2017;""
65 años;Hombres;1 de enero de 2017;228.179
65 años;Hombres;1 de octubre de 2016;""
65 años;Hombres;1 de julio de 2016;225.960
65 años;Hombres;1 de abril de 2016;""
65 años;Hombres;1 de enero de 2016;223.932
65 años;Hombres;1 de octubre de 2015;""
65 años;Hombres;1 de julio de 2015;228.084
65 años;Hombres;1 de abril de 2015;""
65 años;Hombres;1 de enero de 2015;232.636
65 años;Hombres;1 de octubre de 2014;""
65 años;Hombres;1 de julio de 2014;239.123
65 años;Hombres;1 de abril de 2014;""
65 años;Hombres;1 de enero de 2014;245.806
65 años;Hombres;1 de octubre de 2013;""
